EL4317|^|D1800033|^|5.8 +/- 0.5|^|pH|^|pH|^|5.8
EL4317|^|D1800033|^|Report Results (mg/mL)|^|Mixed-Mode HPLC/ELSD|^|Polysorbate 80|^|0.14
EL4317|^|D1800033|^|50 - 150% potency relative to reference material|^|Inhibition Assay|^|Potency / Biological Activity|^|89
EL4317|^|D1800033|^|150.0 +/- 15.0 mg/mL|^|UV Spectroscopy|^|Protein Concentration|^|156.5
EL4317|^|D1800033|^|No growth detected|^|Sterility|^|Sterility|^|No growth detected
EL4317|^|D1800033|^|Report Results|^|Subvisible Particles|^|Subvisible Particles >= 10 µm|^|113
EL4317|^|D1800033|^|Report Results|^|Subvisible Particles|^|Subvisible Particles >= 25 µm|^|4
EL4317|^|D1800033|^|<= 30 NTU|^|Appearance (Clarity)|^|Appearance (Clarity)|^|10
FR5712|^|D1800033|^|<= 45.0%|^|iCE|^|Acidic Species|^|20.9
FR5712|^|D1800033|^|<= 30 NTU|^|Appearance (Clarity)|^|Appearance (Clarity)|^|9
FR5712|^|D1800033|^|Not more intensely colored than level 3 of the brown color standard|^|Appearance (Coloration)|^|Appearance (Coloration)|^|<=B7
FR5712|^|D1800033|^|Essentially free from visible particulates|^|Appearance (Visible Particulates)|^|Appearance (Visible Particulates)|^|Essentially free from visible particulates
FR5712|^|D1800033|^|<= 20.0%|^|iCE|^|Basic Species|^|6.9
FR5712|^|D1800033|^|Report Results (N)|^|BLEF|^|Break Loose Force|^|5.9
FR5712|^|D1800033|^|Comparable to Reference Material|^|iCE|^|Charge Heterogeneity|^|Comparable to Reference Material
FR5712|^|D1800033|^|Not less than labeled volume|^|Extractable Volume|^|Container Content for Injections|^|Not less than labeled volume
FR5712|^|D1800033|^|<= 0.125 EU/mg|^|Endotoxin|^|Endotoxin|^|0.038
FR5712|^|D1800033|^|Report Results (N)|^|BLEF|^|Extrusion Force|^|13.5
FR5712|^|D1800033|^|<= 5.0% fragments|^|CGE (Reducing)|^|Fragments|^|NMT 0.3
FR5712|^|D1800033|^|>= 93.0% IgG as heavy + light chain|^|CGE (Reducing)|^|Heavy Chain and Light Chain|^|97.8
FR5712|^|D1800033|^|<= 4.0% HMMS|^|SE-HPLC|^|HMMS|^|0.5
FR5712|^|D1800033|^|>= 90.0% IgG|^|CGE (Non-reducing)|^|Intact IgG|^|97.7
FR5712|^|D1800033|^|>= 40.0%|^|iCE|^|Main Species|^|72.2
FR5712|^|D1800033|^|Report Results (N)|^|BLEF|^|Maximum Force|^|14.0
FR5712|^|D1800033|^|Report Results (%)|^|Peptide Map|^|Methionine Oxidation|^|1.7
FR5712|^|D1800033|^|>= 95.0% monomer|^|SE-HPLC|^|Monomer|^|99.4
FR5712|^|D1800033|^|425 ± 75 mOsm/kg|^|Osmolality|^|Osmolality|^|397
FR5712|^|D1800033|^|Comparable to Reference|^|Peptide Mapping|^|Peptide Profile|^|Comparable to Reference
FR5712|^|D1800033|^|5.8 +/- 0.5|^|pH|^|pH|^|5.7
FR5712|^|D1800033|^|Report Results (mg/mL)|^|Mixed-Mode HPLC/ELSD|^|Polysorbate 80|^|0.24
FR5712|^|D1800033|^|50 - 150% potency relative to reference material|^|Inhibition Assay|^|Potency / Biological Activity|^|95
FR5712|^|D1800033|^|150.0 +/- 15.0 mg/mL|^|UV Spectroscopy|^|Protein Concentration|^|150.0
FR5712|^|D1800033|^|No growth detected|^|Sterility|^|Sterility|^|No growth detected
FR5712|^|D1800033|^|Report Results|^|Subvisible Particles|^|Subvisible Particles >= 10 µm|^|138
FR5712|^|D1800033|^|Report Results|^|Subvisible Particles|^|Subvisible Particles >= 25 µm|^|19
FR5712|^|D1800033|^|Meets compendial requirements|^|Subvisible Particles|^|TFPI_PARTICULATE_MATTER_USP788_Particulate Matter_|^|Meets compendial requirements
X53463|^|D1800001|^|Report Results (%)|^|iCE|^|Acidic Species|^|20.5
X53463|^|D1800001|^|Meets compendial requirements|^|Subvisible Particles|^|TFPI_PARTICULATE_MATTER_USP788_Particulate Matter_|^|Meets compendial requirements
X53463|^|D1800001|^|Not more intensely colored than level 3 of the brown color standard|^|Appearance (Coloration)|^|Appearance (Coloration)|^|<=B6
X53463|^|D1800001|^|Essentially free from visible particulates|^|Appearance (Visible Particulates)|^|Appearance (Visible Particulates)|^|Essentially free from visible particulates
X53463|^|D1800001|^|Report Results (%)|^|iCE|^|Basic Species|^|7.4
X53463|^|D1800001|^|Report Results (N)|^|BLEF|^|Break Loose Force|^|2.956
X53463|^|D1800001|^|Comparable to Reference Material|^|iCE|^|Charge Heterogeneity|^|Comparable to Reference Material
X53463|^|D1800001|^|Not less than labeled volume|^|Extractable Volume|^|Container Content for Injections|^|Not less than labeled volume
X53463|^|D1800001|^|<= 0.125 EU/mg|^|Endotoxin|^|Endotoxin|^|NMT 0.033
X53463|^|D1800001|^|Report Results (N)|^|BLEF|^|Extrusion Force|^|5.800
X53463|^|D1800001|^|<= 10.0% fragments|^|CGE (Reducing)|^|Fragments|^|0.4
X53463|^|D1800001|^|>= 90.0% IgG as heavy + light chain|^|CGE (Reducing)|^|Heavy Chain and Light Chain|^|97.0
X53463|^|D1800001|^|<= 5.0% HMMS|^|SE-HPLC|^|HMMS|^|0.6
X53463|^|D1800001|^|>= 90.0% IgG|^|CGE (Non-reducing)|^|Intact IgG|^|98.6
X53463|^|D1800001|^|Report Results (%)|^|iCE|^|Main Species|^|72.1
X53463|^|D1800001|^|Report Results (N)|^|BLEF|^|Maximum Force|^|5.897
X53463|^|D1800001|^|Report Results (%)|^|Peptide Map|^|Methionine Oxidation|^|2.1
X53463|^|D1800001|^|>= 90.0% monomer|^|SE-HPLC|^|Monomer|^|99.3
X53463|^|D1800001|^|Report Results|^|Osmolality|^|Osmolality|^|432
X53463|^|D1800001|^|Comparable to Reference|^|Peptide Mapping|^|Peptide Profile|^|Comparable to Reference
X53463|^|D1800001|^|5.8 +/- 0.5|^|pH|^|pH|^|5.8
X53463|^|D1800001|^|Report Results (mg/mL)|^|Mixed-Mode HPLC/ELSD|^|Polysorbate 80|^|0.181
X53463|^|D1800001|^|50 - 150% potency relative to reference material|^|Inhibition Assay|^|Potency / Biological Activity|^|102
X53463|^|D1800001|^|150.0 +/- 15.0 mg/mL|^|UV Spectroscopy|^|Protein Concentration|^|149.8
X53463|^|D1800001|^|No growth detected|^|Sterility|^|Sterility|^|No growth detected
X53463|^|D1800001|^|Report Results|^|Subvisible Particles|^|Subvisible Particles >= 10 µm|^|299
X53463|^|D1800001|^|Report Results|^|Subvisible Particles|^|Subvisible Particles >= 25 µm|^|43
X53463|^|D1800001|^|<= 30 NTU|^|Appearance (Clarity)|^|Appearance (Clarity)|^|9
