150|^|CGE (NON-REDUCING)___INTACT IGG|^|"[{""Name"":""CGE (Non-reducing)"",""Label"":""CGE (Non-reducing)""},{""Name"":""Intact IgG"",""Label"":""Intact IgG""}]"
151|^|ICE___MAIN SPECIES|^|"[{""Name"":""iCE"",""Label"":""iCE""},{""Name"":""Main Species"",""Label"":""Main Species""}]"
152|^|PEPTIDE MAP___METHIONINE OXIDATION|^|"[{""Name"":""Peptide Map"",""Label"":""Peptide Map""},{""Name"":""Methionine Oxidation"",""Label"":""Methionine Oxidation""}]"
153|^|SE-HPLC___MONOMER|^|"[{""Name"":""SE-HPLC"",""Label"":""SE-HPLC""},{""Name"":""Monomer"",""Label"":""Monomer""}]"
154|^|N-LINKED OLIGOSACCHARIDE PROFILE___N-LINKED GLYCAN PROFILE|^|"[{""Name"":""N-linked Oligosaccharide Profile"",""Label"":""N-linked Oligosaccharide Profile""},{""Name"":""N-Linked Glycan Profile"",""Label"":""N-Linked Glycan Profile""}]"
155|^|OSMOLALITY___OSMOLALITY|^|"[{""Name"":""Osmolality"",""Label"":""Osmolality""},{""Name"":""Osmolality"",""Label"":""Osmolality""}]"
156|^|PEPTIDE MAPPING___PEPTIDE PROFILE|^|"[{""Name"":""Peptide Mapping"",""Label"":""Peptide Mapping""},{""Name"":""Peptide Profile"",""Label"":""Peptide Profile""}]"
157|^|PH___PH|^|"[{""Name"":""pH"",""Label"":""pH""},{""Name"":""pH"",""Label"":""pH""}]"
158|^|MIXED-MODE HPLC/ELSD___POLYSORBATE 80|^|"[{""Name"":""Mixed-Mode HPLC/ELSD"",""Label"":""Mixed-Mode HPLC/ELSD""},{""Name"":""Polysorbate 80"",""Label"":""Polysorbate 80""}]"
159|^|INHIBITION ASSAY___POTENCY / BIOLOGICAL ACTIVITY|^|"[{""Name"":""Inhibition Assay"",""Label"":""Inhibition Assay""},{""Name"":""Potency / Biological Activity"",""Label"":""Potency / Biological Activity""}]"
160|^|RPROTEIN A ELISA___PROTEIN A|^|"[{""Name"":""rProtein A ELISA"",""Label"":""rProtein A ELISA""},{""Name"":""Protein A"",""Label"":""Protein A""}]"
161|^|UV SPECTROSCOPY___PROTEIN CONCENTRATION|^|"[{""Name"":""UV Spectroscopy"",""Label"":""UV Spectroscopy""},{""Name"":""Protein Concentration"",""Label"":""Protein Concentration""}]"
239|^|CLARITY___00709448-0079-M01___DS CONTROL|^|"[{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M01"",""Label"":""00709448-0079-M01""}]"
240|^|CLARITY___00709448-0079-M02___DS WITH SILICONE TUBING|^|"[{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M02"",""Label"":""00709448-0079-M02""}]"
241|^|CLARITY___00709448-0079-M03___DS WITH GASKETS|^|"[{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M03"",""Label"":""00709448-0079-M03""}]"
242|^|CLARITY___00709448-0079-M04___DS WITH STAINLESS STEEL COUPON|^|"[{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M04"",""Label"":""00709448-0079-M04""}]"
243|^|CLARITY___00709448-0079-M05___DS WITH HEAT SEALABLE TUBING|^|"[{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M05"",""Label"":""00709448-0079-M05""}]"
244|^|CLARITY___00709448-0079-M06___DP CONTROL|^|"[{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M06"",""Label"":""00709448-0079-M06""}]"
245|^|CLARITY___00709448-0079-M07___DP WITH TEFLON TUBING|^|"[{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M07"",""Label"":""00709448-0079-M07""}]"
246|^|CLARITY___00709448-0079-M08___DP WITH SILICONE TUBING|^|"[{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M08"",""Label"":""00709448-0079-M08""}]"
247|^|CLARITY___00709448-0079-M09___DPWITH GASKETS|^|"[{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M09"",""Label"":""00709448-0079-M09""}]"
248|^|CLARITY___00709448-0079-M10___DP WITH STAINLESS STEEL COUPON|^|"[{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M10"",""Label"":""00709448-0079-M10""}]"
249|^|CLARITY___00709448-0079-M11___DP WITH HEAT SEALABLE TUBING|^|"[{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M11"",""Label"":""00709448-0079-M11""}]"
250|^|COLOR___00709448-0079-M01___DS CONTROL|^|"[{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M01"",""Label"":""00709448-0079-M01""}]"
251|^|COLOR___00709448-0079-M02___DS WITH SILICONE TUBING|^|"[{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M02"",""Label"":""00709448-0079-M02""}]"
252|^|COLOR___00709448-0079-M03___DS WITH GASKETS|^|"[{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M03"",""Label"":""00709448-0079-M03""}]"
253|^|COLOR___00709448-0079-M04___DS WITH STAINLESS STEEL COUPON|^|"[{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M04"",""Label"":""00709448-0079-M04""}]"
254|^|COLOR___00709448-0079-M05___DS WITH HEAT SEALABLE TUBING|^|"[{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M05"",""Label"":""00709448-0079-M05""}]"
255|^|COLOR___00709448-0079-M06___DP CONTROL|^|"[{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M06"",""Label"":""00709448-0079-M06""}]"
256|^|COLOR___00709448-0079-M07___DP WITH TEFLON TUBING|^|"[{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M07"",""Label"":""00709448-0079-M07""}]"
257|^|COLOR___00709448-0079-M08___DP WITH SILICONE TUBING|^|"[{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M08"",""Label"":""00709448-0079-M08""}]"
258|^|COLOR___00709448-0079-M09___DPWITH GASKETS|^|"[{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M09"",""Label"":""00709448-0079-M09""}]"
259|^|COLOR___00709448-0079-M10___DP WITH STAINLESS STEEL COUPON|^|"[{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M10"",""Label"":""00709448-0079-M10""}]"
260|^|COLOR___00709448-0079-M11___DP WITH HEAT SEALABLE TUBING|^|"[{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M11"",""Label"":""00709448-0079-M11""}]"
261|^|COLOR INTENSITY___00709448-0079-M01___DS CONTROL|^|"[{""Name"":""Color Intensity"",""Label"":""Color Intensity""},{""Name"":""00709448-0079-M01"",""Label"":""00709448-0079-M01""}]"
262|^|COLOR INTENSITY___00709448-0079-M02___DS WITH SILICONE TUBING|^|"[{""Name"":""Color Intensity"",""Label"":""Color Intensity""},{""Name"":""00709448-0079-M02"",""Label"":""00709448-0079-M02""}]"
263|^|COLOR INTENSITY___00709448-0079-M03___DS WITH GASKETS|^|"[{""Name"":""Color Intensity"",""Label"":""Color Intensity""},{""Name"":""00709448-0079-M03"",""Label"":""00709448-0079-M03""}]"
264|^|COLOR INTENSITY___00709448-0079-M04___DS WITH STAINLESS STEEL COUPON|^|"[{""Name"":""Color Intensity"",""Label"":""Color Intensity""},{""Name"":""00709448-0079-M04"",""Label"":""00709448-0079-M04""}]"
265|^|COLOR INTENSITY___00709448-0079-M05___DS WITH HEAT SEALABLE TUBING|^|"[{""Name"":""Color Intensity"",""Label"":""Color Intensity""},{""Name"":""00709448-0079-M05"",""Label"":""00709448-0079-M05""}]"
266|^|COLOR INTENSITY___00709448-0079-M06___DP CONTROL|^|"[{""Name"":""Color Intensity"",""Label"":""Color Intensity""},{""Name"":""00709448-0079-M06"",""Label"":""00709448-0079-M06""}]"
267|^|COLOR INTENSITY___00709448-0079-M07___DP WITH TEFLON TUBING|^|"[{""Name"":""Color Intensity"",""Label"":""Color Intensity""},{""Name"":""00709448-0079-M07"",""Label"":""00709448-0079-M07""}]"
268|^|COLOR INTENSITY___00709448-0079-M08___DP WITH SILICONE TUBING|^|"[{""Name"":""Color Intensity"",""Label"":""Color Intensity""},{""Name"":""00709448-0079-M08"",""Label"":""00709448-0079-M08""}]"
269|^|COLOR INTENSITY___00709448-0079-M09___DPWITH GASKETS|^|"[{""Name"":""Color Intensity"",""Label"":""Color Intensity""},{""Name"":""00709448-0079-M09"",""Label"":""00709448-0079-M09""}]"
270|^|COLOR INTENSITY___00709448-0079-M10___DP WITH STAINLESS STEEL COUPON|^|"[{""Name"":""Color Intensity"",""Label"":""Color Intensity""},{""Name"":""00709448-0079-M10"",""Label"":""00709448-0079-M10""}]"
271|^|COLOR INTENSITY___00709448-0079-M11___DP WITH HEAT SEALABLE TUBING|^|"[{""Name"":""Color Intensity"",""Label"":""Color Intensity""},{""Name"":""00709448-0079-M11"",""Label"":""00709448-0079-M11""}]"
272|^|FRAGMENTS___00709448-0079-M01___DS CONTROL|^|"[{""Name"":""Fragments"",""Label"":""Fragments""},{""Name"":""00709448-0079-M01"",""Label"":""00709448-0079-M01""}]"
273|^|FRAGMENTS___00709448-0079-M02___DS WITH SILICONE TUBING|^|"[{""Name"":""Fragments"",""Label"":""Fragments""},{""Name"":""00709448-0079-M02"",""Label"":""00709448-0079-M02""}]"
274|^|FRAGMENTS___00709448-0079-M03___DS WITH GASKETS|^|"[{""Name"":""Fragments"",""Label"":""Fragments""},{""Name"":""00709448-0079-M03"",""Label"":""00709448-0079-M03""}]"
275|^|FRAGMENTS___00709448-0079-M04___DS WITH STAINLESS STEEL COUPON|^|"[{""Name"":""Fragments"",""Label"":""Fragments""},{""Name"":""00709448-0079-M04"",""Label"":""00709448-0079-M04""}]"
276|^|FRAGMENTS___00709448-0079-M05___DS WITH HEAT SEALABLE TUBING|^|"[{""Name"":""Fragments"",""Label"":""Fragments""},{""Name"":""00709448-0079-M05"",""Label"":""00709448-0079-M05""}]"
277|^|FRAGMENTS___00709448-0079-M06___DP CONTROL|^|"[{""Name"":""Fragments"",""Label"":""Fragments""},{""Name"":""00709448-0079-M06"",""Label"":""00709448-0079-M06""}]"
278|^|FRAGMENTS___00709448-0079-M07___DP WITH TEFLON TUBING|^|"[{""Name"":""Fragments"",""Label"":""Fragments""},{""Name"":""00709448-0079-M07"",""Label"":""00709448-0079-M07""}]"
279|^|FRAGMENTS___00709448-0079-M08___DP WITH SILICONE TUBING|^|"[{""Name"":""Fragments"",""Label"":""Fragments""},{""Name"":""00709448-0079-M08"",""Label"":""00709448-0079-M08""}]"
280|^|FRAGMENTS___00709448-0079-M09___DPWITH GASKETS|^|"[{""Name"":""Fragments"",""Label"":""Fragments""},{""Name"":""00709448-0079-M09"",""Label"":""00709448-0079-M09""}]"
281|^|FRAGMENTS___00709448-0079-M10___DP WITH STAINLESS STEEL COUPON|^|"[{""Name"":""Fragments"",""Label"":""Fragments""},{""Name"":""00709448-0079-M10"",""Label"":""00709448-0079-M10""}]"
282|^|FRAGMENTS___00709448-0079-M11___DP WITH HEAT SEALABLE TUBING|^|"[{""Name"":""Fragments"",""Label"":""Fragments""},{""Name"":""00709448-0079-M11"",""Label"":""00709448-0079-M11""}]"
283|^|RELATIVE POTENCY___00709448-0079-M01___DS CONTROL|^|"[{""Name"":""Relative Potency"",""Label"":""Relative Potency""},{""Name"":""00709448-0079-M01"",""Label"":""00709448-0079-M01""}]"
284|^|RELATIVE POTENCY___00709448-0079-M02___DS WITH SILICONE TUBING|^|"[{""Name"":""Relative Potency"",""Label"":""Relative Potency""},{""Name"":""00709448-0079-M02"",""Label"":""00709448-0079-M02""}]"
285|^|RELATIVE POTENCY___00709448-0079-M03___DS WITH GASKETS|^|"[{""Name"":""Relative Potency"",""Label"":""Relative Potency""},{""Name"":""00709448-0079-M03"",""Label"":""00709448-0079-M03""}]"
286|^|RELATIVE POTENCY___00709448-0079-M04___DS WITH STAINLESS STEEL COUPON|^|"[{""Name"":""Relative Potency"",""Label"":""Relative Potency""},{""Name"":""00709448-0079-M04"",""Label"":""00709448-0079-M04""}]"
287|^|RELATIVE POTENCY___00709448-0079-M05___DS WITH HEAT SEALABLE TUBING|^|"[{""Name"":""Relative Potency"",""Label"":""Relative Potency""},{""Name"":""00709448-0079-M05"",""Label"":""00709448-0079-M05""}]"
288|^|RELATIVE POTENCY___00709448-0079-M06___DP CONTROL|^|"[{""Name"":""Relative Potency"",""Label"":""Relative Potency""},{""Name"":""00709448-0079-M06"",""Label"":""00709448-0079-M06""}]"
289|^|RELATIVE POTENCY___00709448-0079-M07___DP WITH TEFLON TUBING|^|"[{""Name"":""Relative Potency"",""Label"":""Relative Potency""},{""Name"":""00709448-0079-M07"",""Label"":""00709448-0079-M07""}]"
290|^|RELATIVE POTENCY___00709448-0079-M08___DP WITH SILICONE TUBING|^|"[{""Name"":""Relative Potency"",""Label"":""Relative Potency""},{""Name"":""00709448-0079-M08"",""Label"":""00709448-0079-M08""}]"
291|^|RELATIVE POTENCY___00709448-0079-M09___DPWITH GASKETS|^|"[{""Name"":""Relative Potency"",""Label"":""Relative Potency""},{""Name"":""00709448-0079-M09"",""Label"":""00709448-0079-M09""}]"
292|^|RELATIVE POTENCY___00709448-0079-M10___DP WITH STAINLESS STEEL COUPON|^|"[{""Name"":""Relative Potency"",""Label"":""Relative Potency""},{""Name"":""00709448-0079-M10"",""Label"":""00709448-0079-M10""}]"
293|^|RELATIVE POTENCY___00709448-0079-M11___DP WITH HEAT SEALABLE TUBING|^|"[{""Name"":""Relative Potency"",""Label"":""Relative Potency""},{""Name"":""00709448-0079-M11"",""Label"":""00709448-0079-M11""}]"
294|^|VISIBLE PARTICLES___00709448-0079-M01___DS CONTROL|^|"[{""Name"":""Visible Particles"",""Label"":""Visible Particles""},{""Name"":""00709448-0079-M01"",""Label"":""00709448-0079-M01""}]"
295|^|VISIBLE PARTICLES___00709448-0079-M02___DS WITH SILICONE TUBING|^|"[{""Name"":""Visible Particles"",""Label"":""Visible Particles""},{""Name"":""00709448-0079-M02"",""Label"":""00709448-0079-M02""}]"
296|^|VISIBLE PARTICLES___00709448-0079-M03___DS WITH GASKETS|^|"[{""Name"":""Visible Particles"",""Label"":""Visible Particles""},{""Name"":""00709448-0079-M03"",""Label"":""00709448-0079-M03""}]"
297|^|VISIBLE PARTICLES___00709448-0079-M04___DS WITH STAINLESS STEEL COUPON|^|"[{""Name"":""Visible Particles"",""Label"":""Visible Particles""},{""Name"":""00709448-0079-M04"",""Label"":""00709448-0079-M04""}]"
298|^|VISIBLE PARTICLES___00709448-0079-M05___DS WITH HEAT SEALABLE TUBING|^|"[{""Name"":""Visible Particles"",""Label"":""Visible Particles""},{""Name"":""00709448-0079-M05"",""Label"":""00709448-0079-M05""}]"
299|^|VISIBLE PARTICLES___00709448-0079-M06___DP CONTROL|^|"[{""Name"":""Visible Particles"",""Label"":""Visible Particles""},{""Name"":""00709448-0079-M06"",""Label"":""00709448-0079-M06""}]"
300|^|VISIBLE PARTICLES___00709448-0079-M07___DP WITH TEFLON TUBING|^|"[{""Name"":""Visible Particles"",""Label"":""Visible Particles""},{""Name"":""00709448-0079-M07"",""Label"":""00709448-0079-M07""}]"
301|^|VISIBLE PARTICLES___00709448-0079-M08___DP WITH SILICONE TUBING|^|"[{""Name"":""Visible Particles"",""Label"":""Visible Particles""},{""Name"":""00709448-0079-M08"",""Label"":""00709448-0079-M08""}]"
302|^|VISIBLE PARTICLES___00709448-0079-M09___DPWITH GASKETS|^|"[{""Name"":""Visible Particles"",""Label"":""Visible Particles""},{""Name"":""00709448-0079-M09"",""Label"":""00709448-0079-M09""}]"
303|^|VISIBLE PARTICLES___00709448-0079-M10___DP WITH STAINLESS STEEL COUPON|^|"[{""Name"":""Visible Particles"",""Label"":""Visible Particles""},{""Name"":""00709448-0079-M10"",""Label"":""00709448-0079-M10""}]"
304|^|VISIBLE PARTICLES___00709448-0079-M11___DP WITH HEAT SEALABLE TUBING|^|"[{""Name"":""Visible Particles"",""Label"":""Visible Particles""},{""Name"":""00709448-0079-M11"",""Label"":""00709448-0079-M11""}]"
305|^|PH___00709448-0079-M01___DS CONTROL|^|"[{""Name"":""pH"",""Label"":""pH""},{""Name"":""00709448-0079-M01"",""Label"":""00709448-0079-M01""}]"
306|^|PH___00709448-0079-M02___DS WITH SILICONE TUBING|^|"[{""Name"":""pH"",""Label"":""pH""},{""Name"":""00709448-0079-M02"",""Label"":""00709448-0079-M02""}]"
307|^|PH___00709448-0079-M03___DS WITH GASKETS|^|"[{""Name"":""pH"",""Label"":""pH""},{""Name"":""00709448-0079-M03"",""Label"":""00709448-0079-M03""}]"
308|^|PH___00709448-0079-M04___DS WITH STAINLESS STEEL COUPON|^|"[{""Name"":""pH"",""Label"":""pH""},{""Name"":""00709448-0079-M04"",""Label"":""00709448-0079-M04""}]"
309|^|PH___00709448-0079-M05___DS WITH HEAT SEALABLE TUBING|^|"[{""Name"":""pH"",""Label"":""pH""},{""Name"":""00709448-0079-M05"",""Label"":""00709448-0079-M05""}]"
310|^|PH___00709448-0079-M06___DP CONTROL|^|"[{""Name"":""pH"",""Label"":""pH""},{""Name"":""00709448-0079-M06"",""Label"":""00709448-0079-M06""}]"
311|^|PH___00709448-0079-M07___DP WITH TEFLON TUBING|^|"[{""Name"":""pH"",""Label"":""pH""},{""Name"":""00709448-0079-M07"",""Label"":""00709448-0079-M07""}]"
312|^|PH___00709448-0079-M08___DP WITH SILICONE TUBING|^|"[{""Name"":""pH"",""Label"":""pH""},{""Name"":""00709448-0079-M08"",""Label"":""00709448-0079-M08""}]"
313|^|PH___00709448-0079-M09___DPWITH GASKETS|^|"[{""Name"":""pH"",""Label"":""pH""},{""Name"":""00709448-0079-M09"",""Label"":""00709448-0079-M09""}]"
314|^|PH___00709448-0079-M10___DP WITH STAINLESS STEEL COUPON|^|"[{""Name"":""pH"",""Label"":""pH""},{""Name"":""00709448-0079-M10"",""Label"":""00709448-0079-M10""}]"
315|^|PH___00709448-0079-M11___DP WITH HEAT SEALABLE TUBING|^|"[{""Name"":""pH"",""Label"":""pH""},{""Name"":""00709448-0079-M11"",""Label"":""00709448-0079-M11""}]"
790|^|APPEARANCE_COMBO___CLARITY___00709448-0079-M01|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M01"",""Label"":""00709448-0079-M01""}]"
791|^|APPEARANCE_COMBO___CLARITY___00709448-0079-M02|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M02"",""Label"":""00709448-0079-M02""}]"
792|^|APPEARANCE_COMBO___CLARITY___00709448-0079-M03|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M03"",""Label"":""00709448-0079-M03""}]"
793|^|APPEARANCE_COMBO___CLARITY___00709448-0079-M04|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M04"",""Label"":""00709448-0079-M04""}]"
794|^|APPEARANCE_COMBO___CLARITY___00709448-0079-M05|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M05"",""Label"":""00709448-0079-M05""}]"
795|^|APPEARANCE_COMBO___CLARITY___00709448-0079-M06|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M06"",""Label"":""00709448-0079-M06""}]"
796|^|APPEARANCE_COMBO___CLARITY___00709448-0079-M07|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M07"",""Label"":""00709448-0079-M07""}]"
797|^|APPEARANCE_COMBO___CLARITY___00709448-0079-M08|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M08"",""Label"":""00709448-0079-M08""}]"
798|^|APPEARANCE_COMBO___CLARITY___00709448-0079-M09|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M09"",""Label"":""00709448-0079-M09""}]"
799|^|APPEARANCE_COMBO___CLARITY___00709448-0079-M10|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M10"",""Label"":""00709448-0079-M10""}]"
800|^|APPEARANCE_COMBO___CLARITY___00709448-0079-M11|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Clarity"",""Label"":""Clarity""},{""Name"":""00709448-0079-M11"",""Label"":""00709448-0079-M11""}]"
801|^|APPEARANCE_COMBO___COLOR___00709448-0079-M01|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M01"",""Label"":""00709448-0079-M01""}]"
802|^|APPEARANCE_COMBO___COLOR___00709448-0079-M02|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M02"",""Label"":""00709448-0079-M02""}]"
803|^|APPEARANCE_COMBO___COLOR___00709448-0079-M03|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M03"",""Label"":""00709448-0079-M03""}]"
804|^|APPEARANCE_COMBO___COLOR___00709448-0079-M04|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M04"",""Label"":""00709448-0079-M04""}]"
805|^|APPEARANCE_COMBO___COLOR___00709448-0079-M05|^|"[{""Name"":""APPEARANCE_COMBO"",""Label"":""APPEARANCE_COMBO""},{""Name"":""Color"",""Label"":""Color""},{""Name"":""00709448-0079-M05"",""Label"":""00709448-0079-M05""}]"
